"[1, 1, 2, 2, 2, 1, 0, 0, 0]","[-20.         -58.5628683  -48.44719006 -35.85536547 -48.4606344
 -48.44723728   0.99       -39.04       -16.        ]"
"[0, 0, 0, 0, 0, 0, 2, 0, 1]","[  9.00726111   0.12244193   0.26357633   0.24905424   0.396
   0.         -53.87617957   0.         -54.10414498]"
"[1, 0, 0, 0, 2, 0, 2, 0, 1]","[-87.12237753 -15.15891973   9.9        -37.94374325 -84.03431444
 -15.40768489 -75.49263092 -21.74043527 -80.55727915]"
"[1, 1, 2, 0, 1, 0, 0, 2, 2]","[-39.168      -36.         -39.96       -28.8        -39.96
 -28.68416517 -22.167104   -39.96       -38.495196  ]"
"[1, 1, 1, 2, 0, 0, 2, 0, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 1, 0, 0, 2, 0, 0, 0]","[-90.19900005 -90.19900087 -90.19900046   7.52237452   9.9
 -90.19900007   9.89999994   3.27771703 -16.35901026]"
"[1, 0, 0, 2, 0, 0, 1, 0, 2]","[-55.411074     2.83791699   9.88869885 -45.57379675   0.31607042
   0.54255356 -54.3251429    1.4178078  -77.01347496]"
"[1, 1, 1, 2, 0, 0, 0, 0, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 2, 2, 0, 1, 0, 2, 0]","[-47.75178646 -46.57883165 -64.80727351 -35.12462927   4.18223223
 -56.52662814   0.198        0.           1.77775488]"
"[1, 1, 1, 0, 2, 0, 2, 0, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 0, 0, 2, 2, 0, 0, 0]","[-86.3158768  -86.33330464  10.           7.30468814 -83.90837515
 -86.93295198 -56.7656366  -34.12319112 -40.72500682]"
"[1, 1, 2, 0, 2, 1, 2, 0, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 2, 1, 0, 0, 0, 0, 0]","[-89.59610668 -89.86829179 -90.15453684 -89.87810576   9.9
   9.80441876   9.64815628   9.50727417   9.65588002]"
"[1, 1, 2, 0, 0, 2, 1, 0, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 2, 0, 0, 2, 0, 1, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 2, 2, 1, 0, 0, 2, 0]","[-82.57306981 -87.0169694  -86.26903959 -87.66211032 -85.28276468
   3.31204875   4.2600238  -86.14043846  10.        ]"
"[1, 1, 2, 0, 0, 2, 0, 2, 1]","[-20.         -20.         -20.           9.89947277   0.
 -18.04214133   0.         -45.27738192 -32.83523075]"
"[1, 1, 2, 2, 2, 0, 1, 0, 0]","[-98.72137126 -98.72155396 -98.10919161 -97.24053019 -97.88110515
   0.99       -98.43683605 -62.77568751 -57.90551089]"
"[1, 1, 2, 0, 1, 0, 2, 2, 0]","[-89.32033709 -85.28276468 -87.68944231 -36.64288242 -87.01942151
 -48.38825321 -87.01697064 -87.01697064  10.        ]"
"[0, 2, 0, 1, 0, 0, 0, 0, 0]","[  7.90770925 -33.09214858   0.         -44.57871884   0.63985421
   0.           1.53648      0.           0.95624365]"
"[2, 2, 0, 1, 0, 0, 0, 1, 0]",[-20. -20.   0.   0.   0.   0.   0.   0.   0.]
"[1, 1, 1, 0, 0, 0, 2, 0, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 2, 0, 2, 0, 1, 0, 2]","[-85.30559253 -78.33917158 -82.57306981  10.         -43.9688
   0.85712442 -71.20466048 -40.6193604  -66.48082582]"
"[1, 1, 2, 0, 0, 1, 0, 2, 2]","[-35.74565593 -20.         -47.87165112 -16.         -12.60206425
 -20.           3.90818043   0.         -35.74370003]"
"[1, 1, 2, 1, 2, 1, 2, 0, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 2, 0, 2, 2, 0, 0, 1]","[-79.76031984 -73.70604422 -79.76031984 -61.31895884 -79.76031984
 -79.76031984 -45.25885546 -63.222784   -76.42663938]"
"[1, 1, 1, 0, 0, 0, 0, 2, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 2, 2, 0, 1, 0, 0, 2]","[-34.9519177  -35.33945936 -47.4166141  -64.86557041   2.68506192
 -34.88960589   0.3564       1.63752106 -47.32193462]"
"[1, 1, 1, 0, 2, 2, 0, 0, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 2, 1, 0, 0, 2, 2, 0]","[-79.75077776 -79.75077776 -79.76031984 -79.76031984 -63.86551014
 -63.222784   -79.76031984 -79.76031984 -61.8982247 ]"
"[1, 1, 2, 2, 0, 2, 0, 0, 1]","[-20.         -34.02064255 -20.         -20.           9.99914929
   0.         -16.         -12.8        -18.02080318]"
"[1, 2, 1, 0, 0, 0, 0, 0, 2]","[-90.19899996 -90.199      -90.199        4.03220358   5.16302556
 -12.47025801   9.9          2.99483571 -90.199     ]"
"[2, 0, 0, 1, 0, 0, 0, 0, 0]","[-46.13012397   8.20094698   1.23629391 -32.9573882    0.
   0.           0.           0.           0.        ]"
"[1, 0, 0, 0, 1, 0, 0, 2, 2]","[-63.27146803  -8.9928     -17.16717781 -17.73610138 -63.01780988
 -34.897408     9.89992132 -53.8609611  -45.85053681]"
"[1, 1, 1, 0, 0, 2, 0, 0, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 0, 2, 0, 0, 2, 1, 0]","[-54.28007623   9.89998645   1.78683095 -55.32316161   5.77707636
   0.           0.         -32.56134843   0.        ]"
"[1, 2, 1, 1, 0, 0, 2, 0, 2]","[-88.44813695 -78.36163381 -73.12665917 -73.15549073 -62.33208294
 -57.979904   -78.30538049   0.99       -66.57308157]"
"[1, 2, 1, 1, 0, 2, 2, 1, 2]","[-48.44360001 -78.29800363 -82.4404284  -73.1200032    1.
 -66.56640413 -82.39887856 -19.802      -73.05512256]"
"[1, 0, 0, 0, 1, 2, 0, 0, 2]","[-71.99367727 -44.07599751   9.89999987  -8.91613833 -60.67215318
 -60.64972266  -3.79886868 -14.41606899 -19.14474699]"
"[1, 1, 2, 0, 0, 2, 2, 0, 1]","[-45.44892987 -34.02000041 -20.         -16.           9.99999794
 -18.02598418 -18.05566851 -16.         -44.24691331]"
"[1, 1, 2, 0, 2, 2, 1, 0, 0]","[-67.19929706 -54.2088     -75.39896448  10.         -74.98372838
 -74.99309075 -53.19504099 -63.222784   -55.14805233]"
"[1, 1, 0, 2, 2, 0, 2, 0, 1]","[  0.           0.           9.99999998 -32.57227511 -18.02003532
   1.95717215 -32.95504514   0.           0.        ]"
"[1, 1, 1, 2, 2, 0, 2, 0, 1]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 1, 1, 2, 0, 0, 2, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[0, 0, 0, 0, 0, 1, 2, 0, 0]","[  8.2935113    0.           0.           0.1411344    0.30982325
 -45.42553122 -73.3861681    0.08470662   0.        ]"
"[1, 0, 2, 0, 0, 1, 2, 0, 0]","[-69.08619663 -20.71208    -45.63867767 -21.06         9.83303575
 -18.09802579   0.         -15.81854507   0.        ]"
"[0, 2, 0, 0, 0, 1, 0, 0, 0]","[ 6.93502041e+00 -3.39473638e+01  2.92925583e-02  0.00000000e+00
  3.04223040e-01 -3.41778514e+01  0.00000000e+00  2.37252444e-02
  0.00000000e+00]"
"[1, 2, 0, 0, 0, 1, 0, 2, 0]","[-34.78136859 -34.04363516 -19.03279402 -16.           9.87591541
 -33.22416378  -9.12872334 -18.07366087 -16.        ]"
"[1, 1, 2, 2, 1, 1, 2, 0, 2]","[-84.07845585 -84.07845585 -86.24621174 -84.07867114 -86.24621181
 -82.57307224 -87.63357552  10.         -74.98372838]"
"[1, 0, 0, 1, 0, 0, 0, 2, 2]","[-20.         -16.         -16.         -34.03168786 -10.84282785
 -25.467008     9.99985728 -18.0230639  -20.        ]"
"[1, 1, 2, 2, 2, 1, 1, 0, 2]","[-98.28126189 -95.53510345 -94.66676231 -96.23038915 -93.58404101
 -97.58668331 -97.58896516   1.         -98.09772896]"
"[1, 0, 0, 0, 0, 0, 1, 2, 2]","[-34.04280519   9.89964203   0.7128       3.6          0.
   1.05762492 -18.03994553 -18.05886887   0.        ]"
"[1, 0, 0, 0, 1, 2, 1, 2, 2]","[-45.23648022 -15.17632      9.99997007   0.           0.
   0.         -18.2857511  -20.         -18.02598418]"
"[0, 1, 0, 0, 2, 0, 0, 0, 0]","[  7.62820799 -67.39946361   0.0873834    4.21681462 -45.96947396
   0.34436794   0.           0.           0.        ]"
"[1, 0, 0, 1, 0, 2, 2, 0, 0]","[-56.03271071  -9.63341268   8.75722229 -46.75967783   1.98
 -45.70259548 -33.22911916 -14.22167156   2.67849746]"
"[2, 0, 0, 0, 0, 1, 0, 0, 0]","[-6.70517321e+01 -1.13416186e-02  3.31865240e+00  0.00000000e+00
  0.00000000e+00 -3.57183427e+01  0.00000000e+00  0.00000000e+00
  3.96000000e-01]"
"[0, 0, 0, 0, 0, 0, 1, 0, 2]","[  9.80398985   0.           0.23146042   1.17236628   0.
   0.         -18.30638365   0.         -45.52174838]"
"[1, 1, 0, 2, 2, 0, 1, 0, 2]","[-34.02001809 -20.          10.         -33.44976593   0.
   4.83119992 -32.436      -28.70649889   0.        ]"
"[1, 1, 2, 1, 2, 2, 0, 2, 1]","[-45.23600002 -34.02000021 -20.         -20.         -20.
 -34.02000002  10.           0.           0.        ]"
"[1, 1, 2, 1, 2, 1, 0, 2, 2]","[-20.     -20.     -20.     -20.     -35.2872 -20.       5.904  -20.
   0.    ]"
"[1, 0, 0, 2, 0, 2, 0, 1, 0]","[-20.         -10.82598418 -44.41561324 -62.54191784   9.85568254
 -32.48790401 -12.8        -20.         -20.992     ]"
"[1, 0, 0, 2, 1, 2, 2, 1, 0]","[-20.           9.98065719   0.         -18.03168786 -19.2872
   0.         -19.604        0.           0.        ]"
"[0, 0, 2, 0, 0, 0, 0, 0, 1]","[  9.35986779   0.         -54.61456422   0.31073926   0.396
   0.           0.42084989   0.         -53.91392057]"
"[1, 0, 2, 0, 0, 2, 0, 0, 1]","[-34.07355486 -12.77033573 -45.6435016    9.80111278   2.
   0.           0.39203995   0.         -18.09317855]"
"[1, 1, 2, 0, 1, 1, 2, 2, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 2, 1, 0, 0, 0, 2, 2]",[-20.    -20.    -20.    -20.    -16.    -16.      5.904   0.      0.   ]
"[0, 0, 0, 1, 0, 2, 0, 0, 0]","[ 8.68125117e+00  8.90947789e-01  1.87273854e+00 -4.47133412e+01
  2.29145763e-01 -4.49482819e+01  7.12800000e-01  1.83316649e-02
  0.00000000e+00]"
"[1, 2, 0, 1, 0, 2, 0, 0, 0]","[-34.50285722 -35.65005497   7.07836065 -55.45993398   0.6886539
   0.           2.           0.           0.74389369]"
"[1, 1, 2, 0, 2, 1, 0, 2, 0]","[-46.35136317 -35.22063444 -64.57831368 -16.         -20.
 -34.83751909   6.77374866   0.          -9.89720684]"
"[1, 1, 2, 2, 2, 0, 0, 1, 0]","[-59.88008    -93.01838602 -59.88008    -72.65448    -59.88008
 -51.34612318 -39.18566972 -73.34248259 -53.7856    ]"
"[1, 1, 2, 2, 1, 1, 0, 2, 2]","[-66.64978678 -73.12000339 -73.1200032  -66.64750842 -73.12000323
 -66.65035748   1.         -58.45556825 -48.31688   ]"
"[1, 1, 2, 0, 1, 2, 2, 0, 0]","[-88.83719226 -89.08975612 -88.12686041 -53.62903898 -89.08975253
 -89.08992481 -89.4544456   10.           9.90776628]"
"[0, 0, 0, 1, 0, 0, 2, 0, 0]","[ -4.47344149   1.15634754   3.97619618 -57.60349894   0.
   0.         -35.32054772   0.40922463   0.24905424]"
"[0, 0, 0, 1, 0, 2, 2, 1, 0]","[-5.60981583  0.          0.          0.          0.          0.
  0.          0.          0.        ]"
"[1, 0, 2, 1, 0, 2, 2, 1, 0]","[-59.88008 -47.232   -59.88008 -59.88008 -47.232   -59.88008 -59.88008
 -59.88008 -47.232  ]"
"[1, 1, 2, 2, 2, 1, 1, 2, 0]","[-93.58048277 -78.29800256 -93.58047414 -95.53511693 -90.52636585
 -95.53526032 -94.66637932 -92.22309268   1.        ]"
"[1, 1, 2, 1, 2, 2, 1, 0, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 2, 1, 1, 2, 0, 2, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 1, 0, 2, 1, 0, 0, 2]","[-20.         -20.         -48.44806822 -16.         -20.
 -48.47837724 -20.79516879   0.98980761   0.        ]"
"[2, 0, 0, 0, 0, 0, 1, 0, 0]","[-58.54099643   5.27461244   0.11290752   1.03221247   0.099657
   0.         -58.4728795    0.           0.17332117]"
"[2, 1, 0, 0, 2, 1, 0, 0, 0]","[-36.         -20.         -16.         -16.         -20.
 -20.         -12.8        -16.           1.42990848]"
"[1, 2, 1, 2, 1, 0, 2, 0, 0]","[-67.64382829 -72.37005053 -79.00761792 -54.2088     -78.98216969
   1.79568277 -71.7237056    2.26510275  10.        ]"
"[1, 1, 0, 1, 0, 2, 2, 2, 0]","[-54.26486577 -34.02041123   9.99999019 -18.02125497 -21.14708132
   0.         -32.4360175    0.           1.97617012]"
"[1, 2, 1, 0, 2, 1, 0, 2, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 2, 1, 0, 2, 0, 0, 0]","[-88.83719066 -25.56266652 -89.29180229 -90.05548413 -27.20689643
 -89.83558092  10.         -53.8687933    9.7584751 ]"
"[0, 0, 0, 0, 1, 0, 2, 0, 0]","[ 7.06403735e+00  1.53914614e+00  2.15635108e+00  0.00000000e+00
 -4.71271627e+01  4.22730773e-01 -6.20309786e+01  3.10495654e-02
  5.45402880e-01]"
"[1, 0, 0, 2, 1, 0, 2, 0, 0]","[-45.27171538   9.89993024   3.25785473 -18.05880451 -44.03859084
   0.         -54.02069561   1.94433149   5.904     ]"
"[1, 0, 1, 0, 0, 2, 0, 2, 0]","[-90.0980459   10.         -90.09917699   9.82775638   9.84213194
 -90.09749312   9.87012759 -90.09041892   9.8921807 ]"
"[1, 1, 2, 1, 1, 2, 2, 0, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 0, 1, 0, 0, 2, 2, 0]","[-68.48752205 -35.20844227 -42.77377882 -65.2118591  -41.52685001
 -35.7982272  -39.96       -79.73321237 -28.75448397]"
