"[1, 1, 2, 0, 1, 2, 2, 1, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[0, 0, 2, 1, 0, 0, 0, 1, 2]",[-16.   0.   0.   0.   0.   0.   0.   0.   0.]
"[1, 0, 2, 1, 0, 2, 0, 1, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 0, 2, 2, 0, 0, 2, 1]","[-71.72379427 -45.25060982  10.         -53.26853494 -32.43641128
   4.71440822   0.3564     -53.19509527   0.        ]"
"[1, 1, 2, 2, 0, 2, 1, 0, 0]","[-73.18363104 -59.88008    -59.88008    -59.69792    -45.8652672
 -59.88008    -59.88008    -47.232      -51.426304  ]"
"[1, 2, 1, 1, 2, 2, 1, 0, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 1, 1, 2, 0, 1, 0, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 0, 2, 2, 0, 0, 0, 1]","[-89.07868495 -36.9070017  -34.35921354 -69.46929206 -77.91640177
   6.48692578 -31.87259951 -39.11632451 -82.91465023]"
"[1, 1, 2, 0, 0, 1, 2, 2, 0]","[-55.928   -59.88008 -59.88008 -47.232   -47.232   -59.88008 -59.69792
 -39.96    -47.232  ]"
"[2, 1, 0, 0, 0, 0, 2, 1, 0]",[-20. -20. -16.   0.   0.   0.   0.   0.   0.]
"[1, 0, 2, 1, 0, 1, 0, 2, 2]","[-34.03460982 -16.         -34.6688064  -34.02478735   9.99999215
 -20.           0.         -18.02000155 -18.2857511 ]"
"[1, 0, 2, 0, 1, 0, 2, 0, 0]","[-34.04177036   9.9          0.           0.         -18.03980001
   1.97754888 -53.25773262   0.           3.6       ]"
"[1, 2, 1, 0, 2, 1, 2, 0, 0]","[-34.80371974 -34.80599225 -64.65690847 -16.         -35.10923475
 -20.         -20.           5.39250816   0.        ]"
"[1, 0, 2, 0, 0, 1, 0, 0, 2]","[-36.         -11.1203686  -34.17151669   9.89714346   1.10845336
 -18.04681062   0.634458     1.94274477 -18.04116215]"
"[2, 1, 0, 0, 0, 1, 2, 0, 0]","[-20.     -48.8    -28.8     -2.5344 -16.     -20.     -20.     -16.
 -16.    ]"
"[1, 0, 1, 0, 0, 1, 2, 2, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 2, 1, 1, 2, 0, 2, 1]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[0, 0, 0, 0, 2, 2, 0, 1, 1]",[-16.   0.   0.   0.   0.   0.   0.   0.   0.]
"[1, 0, 0, 2, 2, 2, 0, 1, 1]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 1, 0, 0, 1, 2, 2, 0]","[-34.0230639  -36.         -34.02156872 -16.         -16.
 -20.         -20.         -54.48586228   9.9949294 ]"
"[1, 0, 0, 2, 0, 1, 0, 0, 2]","[-46.27537995   6.96719374   0.46126535 -45.76118127   0.30086086
 -18.61811004   0.63787987   0.         -45.05922061]"
"[1, 1, 0, 0, 0, 2, 1, 2, 2]","[-20.         -20.           9.99945555   3.6          0.
   0.         -19.03376    -18.03168786 -18.02013475]"
"[1, 2, 0, 0, 1, 1, 2, 0, 2]","[-20.      -20.      -16.        7.37856   0.        0.        0.
   0.        0.     ]"
"[1, 1, 2, 2, 2, 0, 0, 0, 1]","[-59.88008    -59.88008    -59.69792    -59.88008    -59.69792
 -50.33776267 -61.09964462 -63.222784   -59.88008   ]"
"[1, 2, 1, 1, 2, 2, 0, 1, 2]","[-54.2088     -67.15859887 -54.2088     -62.40080002 -54.2088
 -80.69881763  10.         -66.50365358 -60.57610099]"
"[1, 1, 0, 2, 2, 0, 2, 1, 0]","[-63.66800021 -34.0201078   10.           0.         -44.00452374
   0.           0.         -18.23260088 -16.        ]"
"[1, 1, 2, 2, 1, 1, 2, 2, 1]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 2, 1, 1, 0, 1, 2, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 2, 1, 1, 1, 2, 2, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 2, 1, 2, 2, 0, 0, 1]","[-34.02       -28.54656    -61.65279119 -54.22048791 -34.02000379
 -61.38739735  10.         -16.         -43.96881809]"
"[1, 2, 1, 0, 2, 1, 2, 1, 2]","[-35.802      -66.647504   -73.1200032    1.         -35.6436
 -35.6436     -78.24610031 -66.56842552 -35.69550451]"
"[1, 2, 1, 0, 2, 2, 0, 0, 1]","[-59.88008    -68.51978953 -77.256      -53.89479833 -75.68554919
 -59.88008    -53.7856     -45.36949512 -59.88008   ]"
"[1, 0, 2, 0, 2, 0, 1, 1, 2]","[-34.02000741 -39.04       -34.02748023   9.99999868   0.
   0.18439354 -18.831008   -18.02001158   0.        ]"
"[1, 2, 1, 2, 1, 2, 0, 1, 2]","[-67.80381462 -45.24198419 -67.60798431 -71.72370781 -45.70696814
 -20.          10.         -18.23260088 -32.44348055]"
"[2, 1, 1, 0, 0, 0, 2, 0, 0]","[-20.         -20.         -20.           1.31343846   0.
   0.           0.           0.           0.        ]"
"[1, 0, 1, 0, 2, 2, 2, 0, 1]","[-45.236       10.         -18.02         0.         -60.57662976
 -60.57624255 -43.97005497 -28.571904   -66.48082939]"
"[1, 0, 0, 0, 2, 1, 0, 2, 0]","[-46.27685601   9.1900715  -21.3257511  -36.90167398 -33.67692156
 -34.20457851   3.39426506 -45.38448294 -12.2457903 ]"
"[2, 1, 0, 0, 2, 2, 1, 1, 0]",[-20. -20.   0.   0.   0.   0.   0.   0.   0.]
"[1, 1, 0, 0, 0, 2, 2, 2, 1]","[-20.         -20.           9.99997007   3.53525464   0.
 -33.35585965 -18.02026319   0.           0.        ]"
"[1, 2, 2, 1, 1, 1, 0, 0, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 1, 0, 0, 2, 2, 1, 2]","[-34.04282785   9.99792308 -18.02100398   0.           0.198
   0.         -18.6688064  -18.02051404 -43.99653009]"
"[2, 1, 0, 1, 0, 0, 2, 0, 0]","[-20.         -34.69923214  -3.11468165 -20.           9.00062789
   0.         -34.40258563   0.           0.13049546]"
"[1, 1, 2, 2, 0, 0, 0, 1, 2]","[-20.         -20.         -20.         -20.           9.99366175
   0.         -16.           0.           0.        ]"
"[1, 2, 0, 0, 1, 0, 2, 0, 0]","[-46.9530639  -47.28620679   3.3660134    8.52960886 -18.99011031
   1.95717215 -62.46696729   0.19554602   2.        ]"
"[1, 2, 1, 0, 0, 2, 0, 1, 2]","[-47.86740484 -34.76143132 -64.63495786   1.85971234   4.31223576
 -64.05647242   0.         -34.14181559 -34.95864163]"
"[1, 2, 2, 1, 0, 1, 0, 0, 2]","[-34.03168786 -34.35218888 -20.         -45.25429054   9.99999895
   0.           2.           2.23394688   0.        ]"
"[1, 1, 2, 2, 0, 0, 2, 1, 0]","[-20.         -34.6688064  -20.         -46.82002261   9.99998084
 -16.           0.         -18.02013475 -16.        ]"
"[1, 0, 0, 1, 0, 0, 2, 0, 2]","[-36.         -42.0557312  -35.16836944 -48.02426167 -38.35875328
 -34.12743315 -39.96        -7.370074   -78.67807205]"
"[0, 0, 1, 0, 0, 0, 0, 2, 0]","[  9.82862806   0.3168     -66.58977034   0.74229807   0.313632
   0.           0.         -60.9723861    1.46204474]"
"[1, 2, 1, 2, 0, 2, 0, 0, 1]","[-20.         -20.         -34.02000243 -45.23600057   9.99999989
 -18.4352361  -16.           0.         -18.05566851]"
"[2, 0, 0, 2, 0, 1, 1, 0, 0]",[  0.   0.   0.   0.   0.   0. -20.   0.   0.]
"[1, 2, 1, 0, 0, 2, 1, 0, 2]","[-90.0166755  -88.12695348 -89.93064335  10.           9.31280523
 -87.56391046 -89.06121772   9.74936948 -89.06154795]"
"[1, 0, 2, 1, 1, 2, 2, 1, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 0, 0, 0, 2, 1, 0, 2]","[-55.14675158 -38.54528512   9.89998351   0.         -39.04
 -32.72963714 -20.           0.         -20.        ]"
"[1, 0, 0, 2, 2, 1, 2, 1, 0]","[-45.34137887 -16.           9.89976521   0.           0.
 -18.04126567   0.         -20.         -16.        ]"
"[1, 2, 0, 1, 0, 0, 0, 2, 0]","[-20.         -45.37986097 -16.         -35.20967274   9.6860122
   0.           2.           0.         -10.88966506]"
"[1, 1, 1, 0, 0, 2, 2, 1, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 0, 0, 1, 2, 2, 0, 2]","[-20.         -34.02478735   9.99999991 -28.8        -34.02000099
   0.           0.           2.         -18.02000379]"
"[1, 1, 2, 0, 2, 0, 0, 1, 2]","[-39.96       -39.96       -39.96       -39.04       -39.96
 -27.22785729 -36.966656   -39.96       -39.96      ]"
"[1, 1, 0, 2, 0, 2, 2, 0, 1]","[-34.07573205 -34.02021055   2.           0.           9.99893662
 -18.02051404 -20.         -28.8        -18.2857511 ]"
"[1, 0, 2, 0, 0, 0, 1, 2, 0]","[-55.54415187   7.30964586 -18.51645005   3.6          1.58319682
   0.4980393  -34.81464565 -18.43262543   2.37114851]"
"[1, 2, 1, 1, 2, 1, 2, 2, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 0, 2, 1, 2, 0, 0, 2]","[-54.20880515 -34.02        10.         -32.43613477 -32.60991058
 -61.04711535 -11.0857511    0.           0.        ]"
"[1, 2, 0, 0, 2, 0, 1, 0, 0]","[-89.99153291 -88.52149991 -72.45582643  10.         -89.83617367
 -51.83081575 -89.82768946   5.67426979 -13.30259283]"
"[1, 2, 1, 1, 2, 1, 2, 0, 2]","[-20.     -20.     -20.     -20.     -20.     -20.     -20.       0.5904
   0.    ]"
"[1, 1, 2, 0, 2, 1, 2, 2, 1]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 0, 2, 0, 1, 0, 2, 2]","[-45.23656923 -55.36168847   9.99999679 -18.02478735   0.
 -18.02478735   0.           0.         -18.15606456]"
"[1, 2, 1, 2, 0, 1, 0, 0, 2]","[-35.01080932 -20.         -47.7187892  -57.07876544   3.97036949
   0.           0.           0.198      -18.76277181]"
"[1, 2, 1, 2, 2, 1, 0, 1, 2]","[-35.802      -73.12001398 -66.6530772  -66.647504   -66.70198298
 -73.12077228   1.         -82.40173192 -35.64398299]"
"[1, 2, 1, 0, 2, 0, 1, 0, 2]","[-90.09935968 -90.09948785 -90.09694676  10.         -90.09748846
 -44.40567445 -90.0996629    3.99513696 -90.0634511 ]"
"[1, 2, 1, 0, 2, 0, 2, 0, 1]","[-34.02000017 -34.02000033 -20.         -18.0756     -45.236
  10.         -32.43600001   0.66492197 -43.96923163]"
"[1, 0, 0, 0, 0, 2, 1, 2, 0]","[-34.07927847   9.89984552   1.97617012   4.88         1.97401582
 -32.48946822 -18.04090565 -18.05949147   0.        ]"
"[1, 2, 1, 1, 2, 0, 2, 2, 1]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 2, 1, 0, 0, 1, 2, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 1, 2, 2, 0, 0, 0, 0]","[-84.07845585  10.         -85.14683611 -85.23378505 -78.00698271
   3.82415241 -52.99093188 -25.47560307 -18.11318077]"
"[0, 0, 1, 2, 0, 1, 0, 2, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 1, 2, 0, 1, 2, 2, 0]","[-20.           9.56019535   0.           0.         -16.
   0.           0.           0.           0.        ]"
"[1, 2, 0, 2, 0, 0, 0, 1, 0]","[-34.7171619  -47.98128963   5.09692503 -34.88970401   0.42746473
   0.87354059   0.22312784 -71.00309392   0.        ]"
"[1, 1, 0, 1, 2, 2, 0, 0, 2]","[-45.236      -45.23600243   3.6        -18.02000001 -34.08966506
 -71.29174324  10.         -29.5177511  -18.02      ]"
"[1, 1, 1, 2, 2, 0, 1, 0, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 2, 0, 1, 2, 0, 0, 0]","[-47.52020942 -16.         -45.23616844  -8.38011285 -20.
 -34.02000741 -11.0857511  -30.94003712  10.        ]"
"[1, 1, 0, 2, 0, 1, 2, 0, 2]","[-45.23607948 -34.23260088   9.99999946 -18.02000194   0.
 -32.60609228   0.           0.7128     -18.02382988]"
"[1, 1, 2, 1, 0, 2, 2, 1, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 2, 0, 1, 2, 1, 0, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 1, 0, 0, 2, 0, 2, 1]","[-34.03826228 -34.02064255 -34.02016844 -10.82000021   9.99945555
   0.           0.96624      0.         -18.0230639 ]"
"[1, 2, 2, 1, 1, 2, 0, 1, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 2, 1, 1, 2, 2, 0, 1]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 2, 1, 0, 0, 0, 2, 1]","[-20.         -20.         -20.         -45.83393998   9.97582148
   0.           2.           0.         -20.        ]"
"[1, 0, 0, 0, 2, 2, 1, 0, 0]","[-54.2088     -25.17504512  -0.77956003  10.         -32.45061575
 -32.436      -32.43635724   0.         -28.8       ]"
"[1, 0, 0, 1, 1, 0, 2, 2, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 2, 1, 2, 1, 2, 0, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 1, 0, 0, 0, 2, 1, 2]","[-35.80398006 -35.80399668 -35.80457243   0.99         0.35639997
   0.198      -58.48355475 -35.80398008 -48.44716407]"
"[2, 2, 0, 0, 1, 0, 0, 1, 0]",[-20. -20.   0.   0.   0.   0.   0.   0.   0.]
"[1, 2, 1, 1, 0, 0, 1, 2, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 1, 2, 2, 1, 0, 2, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 1, 2, 1, 0, 2, 1, 2]","[-48.44360059 -66.64750842 -82.44040205 -73.12001034 -82.44040205
   1.         -82.39887844 -66.56640321 -73.06208907]"
"[1, 1, 0, 1, 2, 0, 0, 2, 2]","[-55.74160521 -45.32312548   9.99999999   0.         -43.99740384
   0.           2.         -45.23600017   0.        ]"
"[1, 1, 2, 0, 0, 0, 1, 2, 2]","[-54.21815031 -45.23600379 -45.50188585  10.           0.
   2.99040783 -32.43651406   0.         -18.02      ]"
"[1, 1, 2, 0, 0, 2, 2, 1, 0]","[-20.         -34.04853481 -20.         -39.04         9.99893662
   0.         -18.04282785   0.           0.        ]"
"[2, 1, 1, 0, 0, 0, 0, 2, 0]","[-20.         -20.         -36.          -3.168       -3.16172736
   0.           0.         -20.           0.        ]"
"[0, 0, 0, 0, 0, 2, 1, 0, 0]","[  9.84887009   0.           0.95189993   0.           0.23146042
 -32.49652524 -53.32712648   0.           0.        ]"
"[1, 1, 0, 0, 2, 1, 2, 2, 0]","[-20.         -20.           9.99792308   0.         -33.24752204
   0.           0.           0.           0.        ]"
"[1, 1, 2, 0, 0, 2, 1, 2, 0]","[-34.53904512 -45.23600049 -54.22362037  10.         -24.65602261
 -32.43600759 -18.02051404 -53.19520851   1.46095488]"
"[1, 0, 1, 2, 2, 1, 2, 0, 0]","[-35.03376      0.         -18.12885165   0.         -18.04853481
   0.           0.           1.97973681   9.99675481]"
"[1, 2, 1, 2, 0, 1, 2, 0, 0]","[-20.         -35.2872     -47.70416812 -20.           3.47034026
   0.           0.           0.           9.45024419]"
"[1, 1, 0, 1, 0, 2, 0, 2, 2]","[-20.         -20.           9.77482002   0.         -16.
   0.           0.           0.           0.        ]"
"[1, 2, 2, 0, 0, 1, 0, 0, 0]","[-20.         -54.58462661 -34.05942194   9.89827019   0.
 -32.49671489   0.           0.39404724   0.        ]"
"[1, 0, 2, 0, 2, 0, 1, 0, 0]","[  0.           4.68805965 -61.68313358   9.99965155 -18.62187325
   0.19554605 -18.02008624   0.           1.98      ]"
"[1, 1, 2, 1, 2, 2, 2, 1, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 1, 0, 2, 2, 1, 0, 0]","[-75.39897374 -78.33917158 -67.12965461  10.         -66.48082754
 -66.48327672 -82.36645332 -21.06125497 -73.12805233]"
"[1, 1, 2, 2, 1, 0, 0, 1, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 0, 2, 1, 0, 0, 0, 0]","[-45.272683   -20.           9.88338355   0.         -44.3553536
   0.           4.49901112   1.76874269   6.7232    ]"
"[1, 1, 0, 2, 2, 1, 2, 2, 1]","[-34.03168786 -54.26592177   9.99972124   0.         -18.02013475
 -18.02013475   0.           0.         -18.0230639 ]"
"[1, 2, 0, 0, 0, 2, 1, 0, 0]","[-89.97276288 -89.78999656   9.9         10.           7.82520046
 -89.29274983 -87.58715251   8.35966597   8.18815844]"
"[1, 1, 1, 2, 0, 0, 1, 2, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 2, 1, 0, 0, 1, 2, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 0, 1, 0, 2, 0, 0, 2]","[-63.2150051  -11.0857511    9.89611188   0.           0.
   0.           3.6        -16.           0.        ]"
"[1, 2, 1, 1, 2, 2, 2, 1, 1]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[2, 1, 0, 1, 0, 0, 0, 0, 2]","[-34.37390251 -20.         -15.968      -20.           9.77512031
 -16.           0.           0.93501112 -44.34451034]"
"[1, 0, 1, 2, 2, 0, 1, 2, 0]","[-20.           9.92621302   0.           0.           0.
   0.           0.           0.           0.        ]"
"[1, 0, 1, 0, 2, 2, 0, 2, 1]","[-20.           9.99972124 -32.46008282 -28.8          0.
   0.         -16.         -18.04282785 -32.54746409]"
"[1, 0, 1, 2, 2, 2, 1, 0, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 0, 2, 2, 1, 0, 0, 2]","[-20.         -45.89079058   9.99999995   0.           0.
 -18.02000741   0.198        0.7128     -43.96887218]"
"[1, 2, 1, 0, 1, 2, 1, 2, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 1, 2, 2, 1, 2, 1, 0]","[-78.33917158 -45.236      -45.8848064  -54.20880004 -45.23600003
 -34.02       -54.2088     -54.2088      10.        ]"
"[1, 0, 2, 1, 0, 2, 0, 2, 1]","[-34.14487836   9.81094146   0.           0.           0.
   0.           0.           0.           0.        ]"
"[2, 1, 0, 0, 1, 0, 0, 2, 0]","[-46.73497129 -56.26916966  -3.68831419   6.13299416 -34.97648473
   0.7128       0.         -33.95144547   0.        ]"
"[1, 2, 1, 0, 1, 2, 2, 0, 0]","[-87.0169694  -89.08976179 -87.65640336   4.43378733 -80.42558617
 -89.68049896 -89.26918473   2.81607468  10.        ]"
"[1, 2, 0, 1, 0, 1, 2, 2, 0]",[-20. -20. -16. -20.   0.   0.   0.   0.   0.]
"[1, 2, 0, 0, 0, 0, 1, 0, 2]","[-89.39184275 -90.02927451   9.9          9.64815628   9.54763719
   4.28105604 -89.85823781   5.42671202 -90.16972875]"
"[1, 0, 2, 1, 0, 1, 2, 2, 0]","[-20.         -16.         -20.         -34.02125497  10.
   0.         -32.64868712 -18.02000021   0.        ]"
"[1, 1, 0, 0, 2, 2, 0, 2, 1]","[-61.38709087 -34.02021055  10.           4.49820794 -43.97050347
 -53.19505849 -14.416      -44.3009892  -18.05566851]"
"[1, 1, 0, 0, 2, 2, 1, 0, 2]","[-20.         -34.10708132   9.94097042   0.           0.
 -18.10708132   0.           0.         -18.04282785]"
"[1, 2, 1, 2, 1, 1, 2, 1, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[2, 1, 1, 0, 0, 1, 2, 2, 0]",[-20. -20. -20. -16. -16. -20. -20.   0.   0.]
"[0, 0, 0, 0, 1, 2, 0, 0, 0]","[  9.81169398   2.013441     0.70567053   1.21961125 -44.06424318
 -60.85643774   0.27864716   1.371744     1.28304   ]"
"[1, 1, 1, 0, 1, 2, 2, 0, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 0, 2, 1, 2, 1, 0, 2]","[-54.2088     -16.          10.         -18.02000741   0.
 -44.3840361  -18.02       -16.         -53.20964982]"
"[0, 0, 0, 2, 0, 0, 0, 0, 1]","[ 9.28019988e+00  3.72447076e-01  0.00000000e+00 -7.25868860e+01
  0.00000000e+00  1.27789490e-02  1.32478157e-01  0.00000000e+00
 -3.31391784e+01]"
"[1, 2, 1, 2, 2, 0, 0, 0, 1]","[-20.         -20.         -54.76596475 -20.         -20.
   9.99009648   0.           0.         -20.        ]"
"[1, 1, 2, 0, 0, 0, 2, 1, 2]","[-20.         -45.29306961 -20.         -28.8          9.99972124
 -16.           0.         -33.70361123   0.        ]"
"[1, 0, 2, 1, 2, 1, 0, 0, 2]","[-34.23260088  -9.2104     -20.         -34.03460982 -20.
 -20.           9.96977685   0.         -20.        ]"
"[1, 0, 0, 1, 0, 1, 2, 2, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[2, 0, 0, 0, 0, 0, 0, 0, 1]","[-5.87692081e+01  2.15642469e+00  6.46079411e-03  8.76422494e-03
  0.00000000e+00  0.00000000e+00  1.55247840e-02  7.84080000e-02
 -6.69505769e+01]"
"[1, 1, 1, 0, 2, 2, 1, 0, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[0, 0, 2, 0, 0, 0, 1, 0, 0]","[  7.6986553    0.06866072 -18.59641461   0.           0.60312535
   0.2119674  -54.99419328   0.82549418   0.12101157]"
"[1, 1, 1, 0, 2, 2, 0, 2, 1]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 1, 0, 1, 2, 0, 0, 2]","[-90.09625663 -90.07169881 -90.09403655   4.73320887 -90.09851214
 -90.09986823  10.           6.19013028 -90.05431388]"
"[1, 2, 0, 2, 1, 0, 0, 1, 2]","[-20.         -20.           3.45193067 -19.19465216   0.
   0.           0.           0.           0.        ]"
"[1, 0, 2, 2, 1, 1, 0, 0, 2]","[-35.43012675   3.10716201   0.         -35.06567638 -34.42408766
   0.           0.           0.         -47.24418641]"
"[1, 0, 1, 0, 2, 0, 2, 0, 0]","[-55.019808    10.         -66.48327672   2.6534817  -18.02100398
   3.91521915 -18.02         4.57145264   6.99880062]"
"[1, 0, 1, 2, 0, 2, 0, 2, 1]","[-34.53904512   9.99867077   0.           0.           0.
   0.           0.           0.           0.        ]"
"[1, 1, 1, 2, 0, 2, 0, 2, 1]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 1, 0, 1, 0, 2, 2, 1]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 1, 2, 0, 2, 0, 1, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 0, 2, 1, 0, 2, 0, 2]","[-34.02000379 -61.3890009   10.         -33.44976    -18.02478735
   0.         -53.19505158   2.         -18.02021055]"
"[1, 2, 1, 0, 1, 2, 2, 1, 2]","[-58.55688    -66.64750401 -73.1200032    1.         -48.31688
 -73.05514362 -66.56652878 -58.45552505 -19.802     ]"
"[2, 1, 1, 2, 0, 0, 0, 0, 0]","[-20.      -20.      -20.      -20.      -16.      -16.       -2.02752
 -16.      -16.     ]"
"[1, 0, 2, 2, 0, 1, 0, 0, 0]","[-34.71636203   4.26875476 -20.         -34.31237216   0.
 -34.2494787    0.13248382   0.           0.        ]"
"[1, 1, 0, 2, 0, 2, 1, 2, 0]","[-61.8176891  -36.          10.         -18.02001809   1.97521265
 -18.02000474 -32.43641123 -18.02478735 -10.30022497]"
"[1, 0, 0, 0, 0, 1, 0, 2, 2]","[-70.39313491  -7.62514854  -5.66798093 -15.31842888 -16.
 -46.3283925    5.42157908 -19.83131115 -35.39718567]"
"[2, 1, 0, 0, 0, 1, 0, 0, 2]","[-20.       -20.       -16.       -16.         0.202752   0.
   0.         0.         0.      ]"
"[1, 1, 0, 1, 2, 0, 2, 0, 2]","[-67.12963233 -34.02000194  10.         -60.57603241 -45.236
 -16.         -53.23962565 -28.8        -18.02      ]"
"[1, 0, 2, 1, 0, 0, 1, 0, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 1, 2, 2, 2, 0, 0, 1]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 1, 2, 1, 0, 0, 2, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[0, 0, 0, 0, 0, 1, 0, 0, 2]","[ 7.48857538e+00  0.00000000e+00  1.29297593e-01  3.91998311e-01
  0.00000000e+00 -3.39634700e+01  1.98685874e-01  3.24427288e-02
 -5.59962977e+01]"
"[2, 1, 0, 0, 2, 1, 0, 1, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[2, 1, 1, 0, 0, 2, 0, 0, 0]","[-58.00937002 -46.69975151 -47.85150846   6.94698907   0.07049382
 -18.85410177   0.           0.772992     0.        ]"
"[1, 1, 2, 2, 2, 2, 1, 1, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 2, 0, 0, 0, 1, 0, 2]","[-35.76519339 -13.69038637 -54.21012101   9.99999989 -16.
   0.45880198 -19.76519339 -28.8        -18.03826228]"
"[1, 2, 1, 2, 1, 1, 0, 2, 2]","[-84.07886708 -86.24638019 -86.24621174 -88.52305784 -87.0169694
 -88.12686041  10.         -82.36046995 -85.14671459]"
"[1, 1, 2, 2, 0, 0, 0, 2, 1]","[-20.         -34.02245112 -34.15606456 -20.           9.99994154
   0.           0.         -18.02005519   0.        ]"
"[1, 2, 1, 0, 1, 2, 2, 0, 1]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 1, 0, 0, 2, 1, 0, 2, 2]","[-34.02000474 -54.2095519    9.99999794   0.         -18.02382988
   0.           0.         -32.44561347   0.        ]"
"[1, 2, 2, 1, 1, 1, 0, 2, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 2, 0, 0, 0, 0, 2, 0, 1]","[-35.69464041 -34.58397191   6.76044188   0.           0.
   0.396      -18.90170199   0.           0.        ]"
"[2, 1, 0, 0, 0, 1, 0, 2, 0]","[-20.     -20.      -3.168    0.3168   0.     -20.       0.     -48.8
   0.    ]"
"[1, 1, 1, 2, 0, 0, 2, 1, 2]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 1, 2, 2, 2, 0, 1, 0]",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1, 0, 2, 2, 0, 0, 0, 0, 1]","[-34.02002826  -0.99125398 -45.28058643 -20.          10.
   0.22095451   0.           0.7128     -18.0201078 ]"
"[1, 2, 1, 0, 0, 2, 2, 1, 0]","[-58.57097434 -58.5624593  -48.45069863   0.99         0.
 -35.64717084 -48.36541494 -35.64719187   0.15838922]"
"[1, 1, 2, 0, 2, 2, 1, 2, 1]","[-54.20913023 -54.2088008  -45.236       10.         -53.19530319
 -18.02       -32.43600033 -60.66311332 -43.9688    ]"
"[1, 2, 1, 2, 0, 0, 1, 0, 2]","[-88.83740121 -88.15315809 -87.01696943 -84.07845585  10.
   3.33447446 -89.26938541   3.82260952 -89.76012638]"
"[1, 2, 1, 2, 0, 2, 0, 1, 0]","[-45.27204558 -36.         -61.67813529 -20.           9.89999743
 -20.           0.         -32.53152031 -16.        ]"
